name,abbrv,formula,state,ref1,ref2,date,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
NdH2PO4+2,NA,NdH2PO4+2,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-433891,-479076,-26.57,23.8,-8.2,1.1931,-4.8625,7.6492,-2.5779,33.4289,1.7743,1.4574,2
NdCO3+,NA,NdCO3+,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-297300,-332330,-41.2,-70,-24.3,-1.1199,-10.5088,9.8634,-2.3445,-24.1105,-17.3139,1.1729,1
NdSO4+,NA,NdSO4+,aq,HSS95 [S98],NA,21.Jan.98,cal,-343500,-379100,-12.3,-65,-5.4,1.3167,-4.5634,7.5367,-2.5903,-25.1244,-16.2751,0.7484,1
SmCl+2,NA,SmCl+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-190900,-201700,-24.1,-18.1,-20.5,-0.5006,-8.9988,9.2743,-2.4069,8.5369,-6.7552,1.4192,2
SmCl2+,NA,SmCl2+,aq,HSS95 [S98],NA,21.Jan.98,cal,-221800,-240300,-7.7,-36.6,4.2,2.5888,-1.4617,6.3276,-2.7185,-9.2005,-10.5032,0.6644,1
SmCl3,NA,SmCl3,aq,HSS95 [S98],NA,21.Jan.98,cal,-252700,-281700,-0.7,-98.5,31.6,6.0808,7.0673,2.9692,-3.0711,-51.8359,-23.0986,-0.03,0
SmCl4-,NA,SmCl4-,aq,HSS95 [S98],NA,21.Jan.98,cal,-283500,-326200,-4.3,-203.6,61.4,10.8148,18.6261,-1.5732,-3.5489,-97.6675,-44.5415,1.6917,-1
SmF+2,NA,SmF+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-232400,-239900,-15.4,-14,-39.6,-3.1578,-15.4843,11.8177,-2.1388,9.7908,-5.9197,1.2944,2
SmF2+,NA,SmF2+,aq,HSS95 [S98],NA,21.Jan.98,cal,-304200,-322200,-11.2,-26.8,-36.2,-2.9212,-14.9061,11.5895,-2.1627,-2.9564,-8.508,0.7191,1
SmF3,NA,SmF3,aq,HSS95 [S98],NA,21.Jan.98,cal,-374800,-407700,-21.2,-81.4,-32.5,-2.6941,-14.3529,11.3752,-2.1856,-41.8267,-19.6196,-0.03,0
SmF4-,NA,SmF4-,aq,HSS95 [S98],NA,21.Jan.98,cal,-444800,-497700,-48.5,-177.6,-29.3,-1.3502,-11.0723,10.0878,-2.3212,-76.2703,-39.2546,2.3632,-1
SmOH+2,NA,SmOH+2,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-204900,-213970,-4.9,-31.6,4.1,2.7076,-1.1676,6.2027,-2.7306,-1.9523,-9.4714,1.1289,2
SmO+,NA,SmO+,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-193300,-197630,11,-73.3,6.7,2.8115,-0.9157,6.1076,-2.741,-33.2571,-17.9657,0.3837,1
SmO2H,NA,SmO2H,aq,HSS95 [S98],NA,11.Oct.07,cal,-237100,-247700,45.9,-128.7,23.2,4.9296,4.2552,4.0768,-2.9548,-69.5359,-29.2507,-0.03,0
SmO2-,NA,SmO2-,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-224700,-238220,35.9,-108.4,20.7,4.9642,4.3393,4.0456,-2.9583,-47.3681,-25.1156,1.0848,-1
SmNO3+2,NA,SmNO3+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-186700,-221600,-35.4,6.1,-9.3,1.0908,-5.1124,7.7478,-2.5676,24.2912,-1.8252,1.5897,2
SmHCO3+2,NA,SmHCO3+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-301800,-327900,-11.9,20.8,-13.6,0.3694,-6.8727,8.4365,-2.4948,29.6747,1.1765,1.2366,2
SmH2PO4+2,NA,SmH2PO4+2,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-432300,-477800,-28.3,23.5,-7,1.3708,-4.4295,7.4801,-2.5958,33.5675,1.7285,1.4867,2
SmCO3+,NA,SmCO3+,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-296000,-331340,-42.6,-70.1,-23.8,-1.0455,-10.3293,9.798,-2.3519,-24.0049,-17.3342,1.1907,1
SmSO4+,NA,SmSO4+,aq,HSS95 [S98],NA,21.Jan.98,cal,-342000,-377800,-13.3,-65,-16.4,-1.3885,-4.3882,7.4678,-2.5975,-25.0918,-16.2954,0.7483,1
EuCl+2,NA,EuCl+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-169100,-181300,-26.9,-3,-19.7,-0.3777,-8.6968,9.1514,-2.4194,17.8123,-3.6844,1.4671,2
EuCl2+,NA,EuCl2+,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-2.00E+05,-220100,-11.1,-7.2,5,2.7262,-1.122,6.187,-2.7325,8.5409,-4.5117,0.7191,1
EuCl3,NA,EuCl3,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-230800,-261800,-5.3,-48.8,32.6,6.2132,7.3881,2.8493,-3.0843,-22.7003,-12.9719,-0.03,0
EuCl4-,NA,EuCl4-,aq,HSS95 [S98],NA,21.Jan.98,cal,-261600,-306800,-10.5,-127.6,62.5,10.9946,19.066,-1.7473,-3.5671,-52.2612,-29.0648,1.787,-1
EuF+2,NA,EuF+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-210700,-219200,-17,1,-38.8,-3.0453,-15.2112,11.7137,-2.1501,18.7828,-2.8489,1.3115,2
EuF2+,NA,EuF2+,aq,HSS95 [S98],NA,21.Jan.98,cal,-282500,-301700,-12.7,2.6,-35.4,-2.7958,-14.6044,11.4813,-2.1752,14.4597,-2.5166,0.7384,1
EuF3,NA,EuF3,aq,HSS95 [S98],NA,21.Jan.98,cal,-353200,-387300,-23.1,-31.7,-31.5,-2.5616,-14.0324,11.2555,-2.1988,-12.6911,-9.4929,-0.03,0
EuF4-,NA,EuF4-,aq,HSS95 [S98],NA,21.Jan.98,cal,-423200,-477800,-51.8,-101.6,-28.3,-1.1887,-10.678,9.9326,-2.3375,-31.3648,-23.7779,2.4042,-1
EuOH+2,NA,EuOH+2,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-183200,-194000,-8,-28.1,3.6,2.6569,-1.2969,6.2659,-2.7253,0.5828,-8.7585,1.1815,2
EuO+,NA,EuO+,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-171700,-177810,7.7,-69.6,6.1,2.7458,-1.0743,6.1663,-2.7345,-30.6415,-17.212,0.4322,1
EuO2H,NA,EuO2H,aq,HSS95 [S98],NA,11.Oct.07,cal,-216000,-228200,42.4,-120.8,22.3,4.8064,3.954,4.1968,-2.9424,-64.906,-27.6415,-0.03,0
EuO2-,NA,EuO2-,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-203600,-219060,32.1,-100.7,19.7,4.8468,4.0541,4.1548,-2.9465,-42.3249,-23.5471,1.1424,-1
EuNO3+2,NA,EuNO3+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-165000,-201800,-39.7,21.2,-8.6,1.2198,-4.7951,7.6178,-2.5807,33.733,1.2455,1.6556,2
EuHCO3+2,NA,EuHCO3+2,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-279800,-307500,-15.2,35.9,-12.9,0.4928,-6.572,8.3198,-2.5072,38.9648,4.2473,1.286,2
EuH2PO4+2,NA,EuH2PO4+2,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-410500,-457600,-31.7,38.6,-6.2,1.4946,-4.1236,7.3517,-2.6084,42.8673,4.7993,1.5372,2
EuCO3+,NA,EuCO3+,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-274300,-311270,-45.4,-63.4,-23.6,-0.9842,-10.1779,9.7343,-2.3581,-19.5642,-15.9695,1.2465,1
EuSO4+,NA,EuSO4+,aq,HSS95 [S98],SLOP98.10,11.Oct.07,cal,-320200,-357200,-15.3,-58.3,-4.5,1.4399,-4.2627,7.4184,-2.6027,-20.8829,-14.9306,0.779,1
EuF+,NA,EuF+,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-194600,-202200,1.7,47.4,24.2,2.6504,-1.311,6.2669,-2.7247,41.1681,7.448,0.5256,1
EuF2,NA,EuF2,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-261000,-282200,-4.1,89.2,53.8,3.5866,0.9784,5.3596,-2.8193,63.8849,17.1229,-0.03,0
EuF3-,NA,EuF3-,aq,HSS95 [S98],NA,21.Jan.98,cal,-327700,-365700,-20.5,131.5,86.4,5.5026,5.6556,3.5244,-3.0127,111.0055,27.2121,1.9339,-1
EuF4-2,NA,EuF4-2,aq,HSS95 [S98],NA,21.Jan.98,cal,-394600,-455700,-58.1,174.4,122.5,7.6287,10.8431,1.4936,-3.2272,161.1451,37.7158,4.0961,-2
EuCl+,NA,EuCl+,aq,HSS95 [S98],NA,21.Jan.98,cal,-161000,-164000,19.5,51.5,5,5.1742,4.8499,3.8487,-2.9794,36.2777,6.6125,0.2557,1
EuCl2,NA,EuCl2,aq,HSS95 [S98],NA,21.Jan.98,cal,-193600,-204600,35,99,13.4,9.1152,14.474,0.0641,-3.3773,58.1447,15.1277,-0.03,0
EuCl3-,NA,EuCl3-,aq,HSS95 [S98],NA,21.Jan.98,cal,-226000,-246800,44.7,148.7,21.9,13.946,26.2721,-4.579,-3.865,91.9571,23.7331,0.9527,-1
EuCl4-2,NA,EuCl4-2,aq,HSS95 [S98],NA,21.Jan.98,cal,-258500,-290600,48.6,200.5,31.5,19.473,39.7656,-9.8784,-4.4228,131.0045,32.4289,2.4755,-2
GdCl+2,NA,GdCl+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-190400,-200600,-22.3,-1.5,-18.7,-0.263,-8.417,9.0425,-2.4309,18.1232,-3.3636,1.4006,2
GdCl2+,NA,GdCl2+,aq,HSS95 [S98],NA,21.Jan.98,cal,-221300,-239000,-5.4,-4.1,6.2,2.8492,-0.8272,6.0803,-2.7447,9.526,-3.8858,0.6305,1
GdCl3,NA,GdCl3,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-252100,-280170,2.2,-43.6,33.8,6.3836,7.8028,2.6888,-3.1015,-19.6565,-11.9138,-0.03,0
GdCl4-,NA,GdCl4-,aq,HSS95 [S98],NA,21.Jan.98,cal,-282900,-324300,-0.2,-119.7,63.9,11.1317,19.3995,-1.8761,-3.5809,-49.0467,-27.4478,1.631,-1
GdF+2,NA,GdF+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-232200,-239300,-14.4,2.6,-37.8,-2.9196,-14.9041,11.5935,-2.1628,19.3937,-2.5281,1.2776,2
GdF2+,NA,GdF2+,aq,HSS95 [S98],NA,21.Jan.98,cal,-304100,-321800,-10.2,5.7,-34.3,-2.6526,-14.2557,11.3457,-2.1896,15.9952,-1.8906,0.7096,1
GdF3,NA,GdF3,aq,HSS95 [S98],NA,21.Jan.98,cal,-374900,-407400,-19.9,-26.5,-30.3,-2.3913,-13.6174,11.0949,-2.216,-9.6471,-8.4349,-0.03,0
GdF4-,NA,GdF4-,aq,HSS95 [S98],NA,21.Jan.98,cal,-445000,-497300,-46.4,-93.7,-26.8,-1.026,-10.2805,9.7756,-2.3539,-27.4519,-22.1609,2.3239,-1
GdOH+2,NA,GdOH+2,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-204500,-212900,-2.9,-33.8,4.4,2.7389,-1.0936,6.1786,-2.7337,-3.5082,-9.9196,1.1,2
GdO+,NA,GdO+,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-193000,-196630,13.1,-75.8,7,2.8425,-0.8409,6.0801,-2.7441,-34.9963,-18.475,0.3539,1
GdO2H,NA,GdO2H,aq,HSS95 [S98],NA,21.Jan.98,cal,-237500,-247200,48.2,-133.9,23.8,5.0117,4.4582,3.9917,-2.9632,-72.5835,-30.3099,-0.03,0
GdO2-,NA,GdO2-,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-225000,-237730,38.3,-113.4,21.3,5.0344,4.5111,3.9769,-2.9654,-50.6235,-26.1341,1.0495,-1
GdNO3+2,NA,GdNO3+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-185700,-219800,-32.5,22.7,-7.5,1.3205,-4.5535,7.5323,-2.5907,33.6609,1.5663,1.5475,2
GdHCO3+2,NA,GdHCO3+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-301200,-326700,-9.7,37.4,-11.8,0.6026,-6.3043,8.2153,-2.5183,39.1396,4.5681,1.2048,2
GdH2PO4+2,NA,GdH2PO4+2,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-431800,-476600,-26.1,40.2,-5.2,1.6048,-3.8632,7.2686,-2.6192,43.0549,5.1201,1.4574,2
GdCO3+,NA,GdCO3+,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-295500,-330220,-40.8,-62.7,-23.1,-0.953,-10.1036,9.7095,-2.3612,-19.8322,-15.8269,1.1729,1
GdSO4+,NA,GdSO4+,aq,HSS95 [S98],SLOP98.10,11.Oct.07,cal,-341500,-376800,-12,-57.6,-4.1,1.4776,-4.1705,7.3822,-2.6065,-20.936,-14.788,0.7287,1
TbCl+2,NA,TbCl+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-191200,-203500,-28.1,-1.7,-18.5,-0.2034,-8.2736,8.9909,-2.4369,18.7845,-3.4094,1.4867,2
TbCl2+,NA,TbCl2+,aq,HSS95 [S98],NA,21.Jan.98,cal,-222200,-242400,-12.6,-4.5,6.4,2.9196,-0.6498,5.9993,-2.752,10.263,-3.9752,0.7384,1
TbCl3,NA,TbCl3,aq,HSS95 [S98],NA,21.Jan.98,cal,-253000,-284300,-7.2,-44.3,34.1,6.4214,7.8972,2.6479,-3.1054,-20.0913,-12.065,-0.03,0
TbCl4-,NA,TbCl4-,aq,HSS95 [S98],NA,21.Jan.98,cal,-283800,-329400,-13.2,-120.8,64.2,11.2397,19.6657,-1.9861,-3.5919,-47.9171,-27.6788,1.8257,-1
TbF+2,NA,TbF+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-233200,-241600,-17.6,2.4,-37.6,-2.8718,-14.7859,11.5438,-2.1677,19.7334,-2.5739,1.3288,2
TbF2+,NA,TbF2+,aq,HSS95 [S98],NA,21.Jan.98,cal,-305300,-324300,-13.3,5.3,-34,-2.6056,-14.1355,11.2872,-2.1945,16.0944,-1.98,0.7483,1
TbF3,NA,TbF3,aq,HSS95 [S98],NA,21.Jan.98,cal,-376100,-410200,-24,-27.3,-30,-2.3534,-13.5233,11.0536,-2.2198,-10.082,-8.586,-0.03,0
TbF4-,NA,TbF4-,aq,HSS95 [S98],NA,21.Jan.98,cal,-446300,-500900,-53.2,-94.8,-26.6,-0.9496,-10.0938,9.7025,-2.3616,-27.1819,-22.3919,2.4254,-1
TbOH+2,NA,TbOH+2,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-205500,-216150,-9.3,-26.6,3.4,2.6348,-1.3451,6.272,-2.7233,1.6043,-8.4529,1.1969,2
TbO+,NA,TbO+,aq,HSS95 [S98],NA,21.Jan.98,cal,-194100,-209000,6.3,-68,5.9,2.7263,-1.123,6.1877,-2.7325,-29.4895,-16.8861,0.4555,1
TbO2H,NA,TbO2H,aq,HSS95 [S98],NA,21.Jan.98,cal,-238700,-251000,40.9,-117.3,21.9,4.7517,3.8228,4.2425,-2.9369,-62.8548,-26.9285,-0.03,0
TbO2-,NA,TbO2-,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-226200,-241600,30.5,-97.4,19.3,4.8006,3.938,4.2071,-2.9417,-40.159,-22.8749,1.1676,-1
TbNO3+2,NA,TbNO3+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-186700,-223800,-41.6,22.5,-7.4,1.3991,-4.3601,7.4524,-2.5987,34.8389,1.5205,1.6897,2
TbHCO3+2,NA,TbHCO3+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-302100,-335300,-34.3,37.3,-11.7,0.7596,-5.9232,8.0699,-2.534,42.4558,4.5223,1.579,2
TbH2PO4+2,NA,TbH2PO4+2,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-432600,-479900,-33.1,40,-5,1.6693,-3.7077,7.2115,-2.6256,43.8497,5.0743,1.5579,2
TbCO3+,NA,TbCO3+,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-296500,-333330,-46.7,-57.7,-4,1.5196,-4.0643,7.3324,-2.6109,-20.3354,-14.8084,0.8002,1
TbSO4+,NA,TbSO4+,aq,HSS95 [S98],NA,21.Jan.98,cal,-342400,-379600,-17.1,-57.7,-4,1.5192,-4.0691,7.3424,-2.6107,-20.2352,-14.8084,0.8111,1
DyCl+2,NA,DyCl+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-190400,-203200,-29.5,8,-19.1,-0.2729,-8.441,9.0516,-2.4299,24.6385,-1.4386,1.5067,2
DyCl2+,NA,DyCl2+,aq,HSS95 [S98],NA,21.Jan.98,cal,-221400,-242200,-14.4,14.3,5.8,2.8449,-0.8347,6.077,-2.7444,21.6041,-0.13,0.7686,1
DyCl3,NA,DyCl3,aq,HSS95 [S98],NA,21.Jan.98,cal,-252200,-284200,-9.6,-12.4,33.4,6.3268,7.6646,2.7424,-3.0958,-1.3925,-5.5657,-0.03,0
DyCl4-,NA,DyCl4-,aq,HSS95 [S98],NA,21.Jan.98,cal,-283000,-329600,-16.4,-72,63.4,11.1518,19.4467,-1.8909,-3.5828,-18.8614,-17.746,1.8776,-1
DyF+2,NA,DyF+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-232400,-241100,-18.4,12.1,-38.1,-2.9451,-14.9683,11.6229,-2.1601,25.4842,-0.6031,1.3375,2
DyF2+,NA,DyF2+,aq,HSS95 [S98],NA,21.Jan.98,cal,-304500,-323800,-14.1,24.1,-34.6,-2.6837,-14.3302,11.3726,-2.1865,27.3446,1.8651,0.7686,1
DyF3,NA,DyF3,aq,HSS95 [S98],NA,21.Jan.98,cal,-375400,-409800,-25,4.6,-30.7,-2.4481,-13.7557,11.1483,-2.2102,8.6168,-2.0868,-0.03,0
DyF4-,NA,DyF4-,aq,HSS95 [S98],NA,21.Jan.98,cal,-445600,-500800,-54.9,-46,-27.4,-1.0402,-10.3182,9.7972,-2.3523,1.7998,-12.4591,2.4692,-1
DyOH+2,NA,DyOH+2,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-204700,-215940,-10.9,-24.8,3.2,2.6154,-1.3941,6.295,-2.7213,2.8769,-8.0863,1.2206,2
DyO+,NA,DyO+,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-193400,-200020,4.6,-66.1,5.6,2.6935,-1.2056,6.2255,-2.7291,-28.1511,-16.4991,0.4799,1
DyO2H,NA,DyO2H,aq,HSS95 [S98],NA,21.Jan.98,cal,-238200,-251100,39.1,-113.1,21.5,4.6969,3.6855,4.3051,-2.9313,-60.3933,-26.073,-0.03,0
DyO2-,NA,DyO2-,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-226400,-242480,28.6,-93.4,18.8,4.7414,3.7936,4.2636,-2.9357,-37.5629,-22.0601,1.1949,-1
DyNO3+2,NA,DyNO3+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-185400,-223200,-43.8,32.2,-7.9,1.3347,-4.5159,7.5104,-2.5922,40.8317,3.4913,1.7247,2
DyHCO3+2,NA,DyHCO3+2,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-301300,-329700,-18.2,46.9,-12.2,0.6017,-6.3082,8.2207,-2.5181,45.9011,6.4931,1.3375,2
DyH2PO4+2,NA,DyH2PO4+2,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-431800,-479700,-34.8,49.6,-5.6,1.6038,-3.8668,7.2721,-2.619,49.8123,7.0451,1.5897,2
DyCO3+,NA,DyCO3+,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-295800,-333160,-48.1,-58.5,-23.3,-0.934,-10.0536,9.6821,-2.3633,-16.3311,-14.9713,1.2858,1
DySO4+,NA,DySO4+,aq,HSS95 [S98],NA,11.Oct.07,cal,-341600,-379000,-17.9,-53.4,-4.3,1.4956,-4.1268,7.365,-2.6083,-17.6132,-13.9325,0.8222,1
HoCl+2,NA,HoCl+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-193100,-205600,-28.4,4.4,-20.1,-0.4168,-8.794,9.1934,-2.4154,22.345,-2.172,1.4867,2
HoCl2+,NA,HoCl2+,aq,HSS95 [S98],NA,21.Jan.98,cal,-224100,-244600,-13.1,7.3,4.6,2.6851,-1.2272,6.2371,-2.7282,17.3007,-1.5607,0.7483,1
HoCl3,NA,HoCl3,aq,HSS95 [S98],NA,21.Jan.98,cal,-254900,-286400,-7.8,-24.3,32.3,6.1565,7.2496,2.903,-3.0786,-8.35,-7.9841,-0.03,0
HoCl4-,NA,HoCl4-,aq,HSS95 [S98],NA,21.Jan.98,cal,-285700,-331700,-14,-90.2,62,10.9513,18.9611,-1.7081,-3.5628,-29.7863,-21.4419,1.846,-1
HoF+2,NA,HoF+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-235200,-243800,-17.8,8.5,-39.1,-3.0852,-15.3064,11.7462,-2.1461,23.2937,-1.3364,1.3288,2
HoF2+,NA,HoF2+,aq,HSS95 [S98],NA,21.Jan.98,cal,-307400,-326500,-13.5,17.1,-35.8,-2.84,-14.707,11.5098,-2.1709,23.134,0.4343,0.7584,1
HoF3,NA,HoF3,aq,HSS95 [S98],NA,21.Jan.98,cal,-378300,-412500,-24.2,-7.2,-32,-2.6184,-14.1706,11.309,-2.1931,1.6591,-4.5051,-0.03,0
HoF4-,NA,HoF4-,aq,HSS95 [S98],NA,21.Jan.98,cal,-448500,-503400,-53.7,-64.2,-28.7,-1.2375,-10.7997,9.986,-2.3324,-9.0382,-16.155,2.4471,-1
HoOH+2,NA,HoOH+2,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-207500,-218400,-9.7,-26.2,3.4,2.6374,-1.3394,6.2715,-2.7235,1.9108,-8.3714,1.2048,2
HoO+,NA,HoO+,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-196200,-202440,5.9,-67.5,5.8,2.7146,-1.1548,6.2077,-2.7312,-29.1412,-16.7843,0.4615,1
HoO2H,NA,HoO2H,aq,HSS95 [S98],NA,21.Jan.98,cal,-241300,-253800,40.5,-116.3,21.8,4.738,3.79,4.2544,-2.9356,-62.2688,-26.7248,-0.03,0
HoO2-,NA,HoO2-,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-229100,-244780,30,-96.4,19.2,4.7894,3.9112,4.216,-2.9406,-39.5064,-22.6712,1.1748,-1
HoNO3+2,NA,HoNO3+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-188200,-225600,-42.1,28.6,-8.9,1.1895,-4.8717,7.6537,-2.5775,38.506,2.7579,1.7013,2
HoHCO3+2,NA,HoHCO3+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-304000,-332100,-17,43.3,-13.2,0.4557,-6.662,8.3538,-2.5035,43.5512,5.7598,1.3115,2
HoH2PO4+2,NA,HoH2PO4+2,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-434600,-482100,-33.5,46,-6.6,1.4594,-4.2123,7.393,-2.6048,47.5067,6.3118,1.5684,2
HoCO3+,NA,HoCO3+,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-298600,-335640,-47,-60.1,-23.7,-0.9954,-10.2047,9.7433,-2.357,-17.4516,-15.2972,1.2659,1
HoSO4+,NA,HoSO4+,aq,HSS95 [S98],NA,11.Oct.07,cal,-344200,-381500,-17,-55,-4.6,1.4371,-4.2696,7.4212,-2.6024,-18.6528,-14.2584,0.8111,1
ErCl+2,NA,ErCl+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-191700,-205400,-33.2,2.1,-21.7,-0.6062,-9.2588,9.381,-2.3961,21.6825,-2.6303,1.5579,2
ErCl2+,NA,ErCl2+,aq,HSS95 [S98],NA,21.Jan.98,cal,-222600,-244700,-19,2.9,2.9,2.4799,-1.7255,6.427,-2.7076,15.6173,-2.455,0.8449,1
ErCl3,NA,ErCl3,aq,HSS95 [S98],NA,21.Jan.98,cal,-253400,-287100,-15.6,-31.7,30.2,5.8915,6.6023,3.158,-3.0518,-12.6987,-9.4955,-0.03,0
ErCl4-,NA,ErCl4-,aq,HSS95 [S98],NA,21.Jan.98,cal,-284200,-333200,-24.7,-101.5,59.8,10.7108,18.3744,-1.4789,-3.5385,-34.94,-23.7519,2.008,-1
ErF+2,NA,ErF+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-233700,-242900,-20.4,6.2,-40.7,-3.2867,-15.8018,11.9486,-2.1257,22.3012,-1.7948,1.3642,2
ErF2+,NA,ErF2+,aq,HSS95 [S98],NA,21.Jan.98,cal,-305900,-325700,-16.1,12.7,-37.5,-3.0637,-15.2566,11.7333,-2.1482,20.9464,-0.4598,0.8002,1
ErF3,NA,ErF3,aq,HSS95 [S98],NA,21.Jan.98,cal,-376800,-411900,-27.7,-14.6,-33.9,-2.8834,-14.8179,11.564,-2.1663,-2.6893,-6.0166,-0.03,0
ErF4-,NA,ErF4-,aq,HSS95 [S98],NA,21.Jan.98,cal,-447100,-503500,-59.3,-75.5,-30.9,-1.5016,-11.4431,10.235,-2.3058,-14.8367,-18.465,2.539,-1
ErOH+2,NA,ErOH+2,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-206000,-218220,-14.6,-20.6,2.6,2.5526,-1.5478,6.3556,-2.7149,5.8637,-7.2307,1.2776,2
ErO+,NA,ErO+,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-194800,-202490,0.6,-61.5,5,2.6315,-1.3551,6.2803,-2.7229,-24.9068,-15.5621,0.5394,1
ErO2H,NA,ErO2H,aq,HSS95 [S98],NA,21.Jan.98,cal,-240100,-254300,34.8,-103.4,20.4,4.5464,3.3186,4.4476,-2.9161,-54.7085,-24.0971,-0.03,0
ErO2-,NA,ErO2-,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-228800,-246130,24,-84,17.7,4.6152,3.4877,4.3792,-2.9231,-31.391,-20.1453,1.2669,-1
ErNO3+2,NA,ErNO3+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-186600,-226000,-49.7,26.4,-10.5,1.0128,-5.3011,7.8182,-2.5598,38.1891,2.2996,1.81,2
ErHCO3+2,NA,ErHCO3+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-302600,-332200,-22.6,41.1,-14.8,0.2724,-7.1116,8.5345,-2.4849,43.0537,5.3015,1.4006,2
ErH2PO4+2,NA,ErH2PO4+2,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-433100,-482200,-39.3,43.8,-8.2,1.2754,-4.66,7.5655,-2.5863,46.9907,5.8534,1.6556,2
ErCO3+,NA,ErCO3+,aq,HSS95 [S98],SLOP98.10,2.Jun.98,cal,-297200,-335570,-51.9,-61.1,-24.3,-1.0539,-10.351,9.8086,-2.351,-17.2819,-15.5009,1.348,1
ErSO4+,NA,ErSO4+,aq,HSS95 [S98],NA,21.Jan.98,cal,-342700,-381048,-21.1,-56,-5.3,1.3743,-4.4228,7.4814,-2.5961,-18.7119,-14.4621,0.8683,1
TmCl+2,NA,TmCl+2,aq,HSS95 [S98],NA,21.Jan.98,cal,-191600,-205300,-33,2.1,-21.7,-0.6062,-9.2588,9.381,-2.3961,21.6825,-2.6303,1.5579,2
